code,name,description,category,item_type,track_individual,stock_total,stock_available,status,location
EQ-0315,BANCO DE PRUBA PARA TRANSFORMADORES COMPLET.1TURRET-1TRANSFO,BANCO DE PRUBA PARA TRANSFORMADORES COMPLET.1TURRET-1TRANSFO | Modelo: DL2080,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0316,BANCO DE PRUEBA PARA MOTOR DC Y JG.DE GENERADOR DC DL 2012,BANCO DE PRUEBA PARA MOTOR DC Y JG.DE GENERADOR DC DL 2012 | Modelo: 92283,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0317,BANCO DE PRUEBA PARA MOTORES DE INDUCCION CON MEDIDA TORQUE,BANCO DE PRUEBA PARA MOTORES DE INDUCCION CON MEDIDA TORQUE | Modelo: 92284,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0318,BANCO DE PRUEBAS PARA ALTERNADORES Y MOTORES DC DL 2011 Y,BANCO DE PRUEBAS PARA ALTERNADORES Y MOTORES DC DL 2011 Y | Modelo: DL2011,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,2,2,active,Laboratorio
EQ-0319,EQUIPO DE AUTOMATIZACION CON MODULOS ANALOGICOS DE ENTRADA Y SALIDA- FUENTE DE ALIMENTACION MARCA SIEMENS SIMATIC- MODELO S7-300- SERIE C-T2C16471,EQUIPO DE AUTOMATIZACION CON MODULOS ANALOGICOS DE ENTRADA Y SALIDA- FUENTE DE ALIMENTACION MARCA SIEMENS SIMATIC- MODELO S7-300- SERIE C-T2C16471,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0320,"OSCILOSCOPIO PORTATIL MACA AIIOSUN, MODELO EM125, SERIE 16257221","OSCILOSCOPIO PORTATIL MACA AIIOSUN, MODELO EM125, SERIE 16257221",EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0321,OSCILOSCOPIO ANALOGICO DIGITAL-MARCA TECKTRONIX-MODELO TDS-210-SERIE B022626 Y B022627.INCLUYE 1 MANUAL-2 PUNTAS DE PRUEBA-CABLE DE ALIMENTACION-CERTIFICADO DE CALIBRACION NIST,OSCILOSCOPIO ANALOGICO DIGITAL-MARCA TECKTRONIX-MODELO TDS-210-SERIE B022626 Y B022627.INCLUYE 1 MANUAL-2 PUNTAS DE PRUEBA-CABLE DE ALIMENTACION-CERTIFICADO DE CALIBRACION NIST,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,2,2,active,Laboratorio
EQ-0322,OSCILOSCOPIO DE FOSFORO DIGITAL DE 4 CANALES 1 GHZ MARCA TEKTRONIX- MODELO DP04104- SERIE NO.C021530- INCLUYE 4 PUNTAS DE PRUEBA P6139A- CUBIERTA FRONTAL Y SOFTWARE OPEN CHOISE PARA COMUNICACION A PC,OSCILOSCOPIO DE FOSFORO DIGITAL DE 4 CANALES 1 GHZ MARCA TEKTRONIX- MODELO DP04104- SERIE NO.C021530- INCLUYE 4 PUNTAS DE PRUEBA P6139A- CUBIERTA FRONTAL Y SOFTWARE OPEN CHOISE PARA COMUNICACION A PC | Modelo: DPO4104,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0323,OSCILOSCOPIO DIGITAL DE DOS CANALES-100MHZ- A COLOR- MARCA TEKTRONIX 1,OSCILOSCOPIO DIGITAL DE DOS CANALES-100MHZ- A COLOR- MARCA TEKTRONIX 1 | Modelo: 352768,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0324,OSCILOSCOPIO DIGITAL DE DOS CANALES-100MHZ- A COLOR- MARCA TEKTRONIX 2,OSCILOSCOPIO DIGITAL DE DOS CANALES-100MHZ- A COLOR- MARCA TEKTRONIX 2 | Modelo: 352769,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0325,OSCILOSCOPIO DIGITAL- DE BANCO- DOS CANALES- MONOCROMATICO- ANCHO DE BANDA 60MHZ- MARCA TEKTRONIX- SERIE NO. C105561- INCLUYE UNA PUNTA PASIVA P2220 200MHZ Y SOFTWARE (TDS1002B),OSCILOSCOPIO DIGITAL- DE BANCO- DOS CANALES- MONOCROMATICO- ANCHO DE BANDA 60MHZ- MARCA TEKTRONIX- SERIE NO. C105561- INCLUYE UNA PUNTA PASIVA P2220 200MHZ Y SOFTWARE (TDS1002B) | Modelo: TDS 1002B,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0326,OSCILOSCOPIO DIGITAL- DE BANCO- DOS CANALES- MONOCROMATICO- ANCHO DE BANDA 60MHZ- MARCA TEKTRONIX- SERIE NO. C105563- INCLUYE UNA PUNTA PASIVA P2220 200MHZ Y SOFTWARE (TDS1002B),OSCILOSCOPIO DIGITAL- DE BANCO- DOS CANALES- MONOCROMATICO- ANCHO DE BANDA 60MHZ- MARCA TEKTRONIX- SERIE NO. C105563- INCLUYE UNA PUNTA PASIVA P2220 200MHZ Y SOFTWARE (TDS1002B) | Modelo: TDS 1002B,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0327,OSCILOSCOPIO DIGITAL- DE BANCO- DOS CANALES- MONOCROMATICO- ANCHO DE BANDA 60MHZ- MARCA TEKTRONIX- SERIE NO. C105564- INCLUYE UNA PUNTA PASIVA P2220 200MHZ Y SOFTWARE (TDS1002B),OSCILOSCOPIO DIGITAL- DE BANCO- DOS CANALES- MONOCROMATICO- ANCHO DE BANDA 60MHZ- MARCA TEKTRONIX- SERIE NO. C105564- INCLUYE UNA PUNTA PASIVA P2220 200MHZ Y SOFTWARE (TDS1002B) | Modelo: TDS 1002B,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0328,OSCILOSCOPIO DIGITAL- DE BANCO- DOS CANALES- MONOCROMATICO- ANCHO DE BANDA 60MHZ- MARCA TEKTRONIX- SERIE NO. C105565- INCLUYE UNA PUNTA PASIVA P2220 200MHZ Y SOFTWARE (TDS1002B),OSCILOSCOPIO DIGITAL- DE BANCO- DOS CANALES- MONOCROMATICO- ANCHO DE BANDA 60MHZ- MARCA TEKTRONIX- SERIE NO. C105565- INCLUYE UNA PUNTA PASIVA P2220 200MHZ Y SOFTWARE (TDS1002B) | Modelo: TDS 1002B,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0329,OSCILOSCOPIO MARCA TEKTRONIX-MODELO TDS-210-SERIE B042767 INCLUYE MANUAL DEL USUARIO,OSCILOSCOPIO MARCA TEKTRONIX-MODELO TDS-210-SERIE B042767 INCLUYE MANUAL DEL USUARIO,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0330,OSCILOSCOPIO MARCA TEKTRONIX-MODELO TDS-210-SERIE B042777 INCLUYE MANUAL DEL USUARIO,OSCILOSCOPIO MARCA TEKTRONIX-MODELO TDS-210-SERIE B042777 INCLUYE MANUAL DEL USUARIO,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0331,OSCILOSCOPIO PROTEK 6020R 1,OSCILOSCOPIO PROTEK 6020R 1,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0332,OSCILOSCOPIO PROTEK 6020R 2,OSCILOSCOPIO PROTEK 6020R 2,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0333,OSCILOSCOPIO PROTEK 6020R 3,OSCILOSCOPIO PROTEK 6020R 3,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0334,OSCILOSCOPIO PROTEK 6020R 4,OSCILOSCOPIO PROTEK 6020R 4,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0335,OSCILOSCOPIO PROTEK 6020R 5,OSCILOSCOPIO PROTEK 6020R 5,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0336,OSCILOSCOPIO PROTEK 6020R 6,OSCILOSCOPIO PROTEK 6020R 6,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0337,CILINDRO DE NITROGENO 6M3,CILINDRO DE NITROGENO 6M3,EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0338,BATERIA ACUMULADORA PARA PANEL SOLAR,BATERIA ACUMULADORA PARA PANEL SOLAR,ACUMULADOR,equipment,TRUE,1,1,active,Laboratorio
EQ-0339,EQUIPOS DE LABORATORIO; CIENCIA; OBSERVACION Y COMPROBACION/AMPERIMETRO/AMPERIMETRO DE TENAZA AMPERCLAMP ITALIANO ICE-ESCALA DE 2.5 A 500-EN ESTUCHE DE PLASTICO,EQUIPOS DE LABORATORIO; CIENCIA; OBSERVACION Y COMPROBACION/AMPERIMETRO/AMPERIMETRO DE TENAZA AMPERCLAMP ITALIANO ICE-ESCALA DE 2.5 A 500-EN ESTUCHE DE PLASTICO,AMPERIMETRO,equipment,TRUE,2,2,active,Laboratorio
EQ-0340,EQUIPOS DE LABORATORIO; CIENCIA; OBSERVACION Y COMPROBACION/AMPERIMETRO/INSTRUMENTO DE MEDIDA A BOBINA MOVIL-GOSEEN P244,EQUIPOS DE LABORATORIO; CIENCIA; OBSERVACION Y COMPROBACION/AMPERIMETRO/INSTRUMENTO DE MEDIDA A BOBINA MOVIL-GOSEEN P244,AMPERIMETRO,equipment,TRUE,6,6,active,Laboratorio
EQ-0341,EQUIPOS DE LABORATORIO; CIENCIA; OBSERVACION Y COMPROBACION/AMPERIMETRO/INSTRUMENTO DE PRECISION A BOBINA MOVIL-PARA MEDIR LA CORRIENTE-GOSSEN P144,EQUIPOS DE LABORATORIO; CIENCIA; OBSERVACION Y COMPROBACION/AMPERIMETRO/INSTRUMENTO DE PRECISION A BOBINA MOVIL-PARA MEDIR LA CORRIENTE-GOSSEN P144,AMPERIMETRO,equipment,TRUE,1,1,active,Laboratorio
EQ-0342,EQUIPOS DE LABORATORIO; CIENCIA; OBSERVACION Y COMPROBACION/AMPERIMETRO/INSTRUMENTO DE PRECISION A BOBINA MOVIL-PARA MEDIR LA CORRIENTE-GOSSEN P145,EQUIPOS DE LABORATORIO; CIENCIA; OBSERVACION Y COMPROBACION/AMPERIMETRO/INSTRUMENTO DE PRECISION A BOBINA MOVIL-PARA MEDIR LA CORRIENTE-GOSSEN P145,AMPERIMETRO,equipment,TRUE,2,2,active,Laboratorio
EQ-0343,EQUIPOS DE LABORATORIO; CIENCIA; OBSERVACION Y COMPROBACION/AMPERIMETRO/INSTRUMENTO DE PRECISION-A BOBINA MOVIL-PARA MEDIR LA CORRIENTE-GOSSEN P140,EQUIPOS DE LABORATORIO; CIENCIA; OBSERVACION Y COMPROBACION/AMPERIMETRO/INSTRUMENTO DE PRECISION-A BOBINA MOVIL-PARA MEDIR LA CORRIENTE-GOSSEN P140,AMPERIMETRO,equipment,TRUE,1,1,active,Laboratorio
EQ-0344,EQUIPOS DE LABORATORIO; CIENCIA; OBSERVACION Y COMPROBACION/AMPERIMETRO/INSTRUMENTO DE PRECISION-BOBINA MOVIL-PARA MEDIR LA TENSION-GOSSEN P243,EQUIPOS DE LABORATORIO; CIENCIA; OBSERVACION Y COMPROBACION/AMPERIMETRO/INSTRUMENTO DE PRECISION-BOBINA MOVIL-PARA MEDIR LA TENSION-GOSSEN P243,AMPERIMETRO,equipment,TRUE,2,2,active,Laboratorio
EQ-0345,"COMPRESOR 2 HP, 25LTS/115PSI/110V MARCA BP, MODELO CB-25D, SERIE 2017060429","COMPRESOR 2 HP, 25LTS/115PSI/110V MARCA BP, MODELO CB-25D, SERIE 2017060429",COMPRESOR LABORATORIO,equipment,TRUE,1,1,active,Laboratorio
EQ-0346,MINI PLC LOGO 230RC 8 ENTRADAS DIGITALES- 4 SALIDAS DIGITALES MARCA SIEMENS SERIE C-R7K52368 CON DABLE PARA COMUNICACION ENTRE LOGO Y PC,MINI PLC LOGO 230RC 8 ENTRADAS DIGITALES- 4 SALIDAS DIGITALES MARCA SIEMENS SERIE C-R7K52368 CON DABLE PARA COMUNICACION ENTRE LOGO Y PC | Modelo: 240233,CONTROLADOR LOGICO PROGRAMABLE,equipment,TRUE,1,1,active,Laboratorio
EQ-0347,ACCIONAMIENTO DIDACTICO 1 KW DE PUENTE MONOFASICO TOTALMENTE CONTROLADO,ACCIONAMIENTO DIDACTICO 1 KW DE PUENTE MONOFASICO TOTALMENTE CONTROLADO | Modelo: ACCIONAMIENTO DIDACTICO 1 KW DE PUENTE MONOFASICO TOTALMENTE CONTROLADO DL2308A,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0348,ACCIONAMIENTO PUENTE MONOFASICO Y SEMICONTROLADO,ACCIONAMIENTO PUENTE MONOFASICO Y SEMICONTROLADO | Modelo: ACCIONAMIENTO PUENTE MONOFASICO Y SEMICONTROLADO DL3315,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0349,ALIMENTADOR MOVIL,ALIMENTADOR MOVIL | Modelo: ALIMENTADOR MOVIL DL1059,DISPOSITIVOS,equipment,TRUE,2,2,active,Laboratorio
EQ-0350,ALIMENTADOR PARA FRENOS,ALIMENTADOR PARA FRENOS | Modelo: ALIMENTADOR PARA FRENOS DL1054,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0351,ALTERNADOR MOTOR ASINCRONO,ALTERNADOR MOTOR ASINCRONO | Modelo: ALTERNADOR MOTOR ASINCRONO DL2066A,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0352,BANCO PARA LABORATORIO DE MEDIDAS ELECTRICAS-CON LOS SIGUIENTES ELEM:5 FUENTES DE CORRIENTE:ALTERNA TRIFASICA FIJA-VARIABLE POR FASES-ALTERNA MONOFASICA FIJA-ALTERNA MONOFASICA VARIABLE-CONTINUA VARIABLE Y UNA MESA DE TRABAJO CON DOS BANCOS,BANCO PARA LABORATORIO DE MEDIDAS ELECTRICAS-CON LOS SIGUIENTES ELEM:5 FUENTES DE CORRIENTE:ALTERNA TRIFASICA FIJA-VARIABLE POR FASES-ALTERNA MONOFASICA FIJA-ALTERNA MONOFASICA VARIABLE-CONTINUA VARIABLE Y UNA MESA DE TRABAJO CON DOS BANCOS | Modelo: 98912,DISPOSITIVOS,equipment,TRUE,2,2,active,Laboratorio
EQ-0353,BARRA DE DESCARGA-MODELO EST-100 OHM,BARRA DE DESCARGA-MODELO EST-100 OHM,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0354,BASAMENTO UNIVERSAL,BASAMENTO UNIVERSAL | Modelo: BASAMENTO UNIVERSAL DL10400,DISPOSITIVOS,equipment,TRUE,2,2,active,Laboratorio
EQ-0355,BASE UNIVERSAL,BASE UNIVERSAL | Modelo: BASE UNIVERSAL DL1158,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0356,CARRO ESTRUCTURA METALICA-DE:120X80 CM.CON CUATRO RUEDAS GIRATORIAS DE 6,CARRO ESTRUCTURA METALICA-DE:120X80 CM.CON CUATRO RUEDAS GIRATORIAS DE 6 | Modelo: 102164,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0358,CONTROL DE VELOCIDAD DE LOS MOTORES C.A.,CONTROL DE VELOCIDAD DE LOS MOTORES C.A. | Modelo: CONTROL DE VELOCIDAD DE LOS MOTORES C.A. DL3309,DISPOSITIVOS,equipment,TRUE,2,2,active,Laboratorio
EQ-0359,CONTROLADOR AUTOMATICO PROGRAMABLE DE TIEMPO QUE INCLUYE ETHERNET NETWORK MODULE- SERIAL PORT 12 BITS ANALOGICO INPUT MODULE (M.A.V.) 8 CHANNEL 1 16,CONTROLADOR AUTOMATICO PROGRAMABLE DE TIEMPO QUE INCLUYE ETHERNET NETWORK MODULE- SERIAL PORT 12 BITS ANALOGICO INPUT MODULE (M.A.V.) 8 CHANNEL 1 16 | Modelo: SCXI-1001,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0360,ELECTRODO-DIAMETRO 800 MM.Y 300 MM.DE ALTURA.,ELECTRODO-DIAMETRO 800 MM.Y 300 MM.DE ALTURA. | Modelo: 102137,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0361,ELECTRODO-MODELO EL-25,ELECTRODO-MODELO EL-25,DISPOSITIVOS,equipment,TRUE,5,5,active,Laboratorio
EQ-0362,ELECTRODOS ESFERAS 0 250 MM.,ELECTRODOS ESFERAS 0 250 MM. | Modelo: 102119,DISPOSITIVOS,equipment,TRUE,3,3,active,Laboratorio
EQ-0363,ELEMENTO DE APOYO AISLANTE MODELO IS,ELEMENTO DE APOYO AISLANTE MODELO IS,DISPOSITIVOS,equipment,TRUE,4,4,active,Laboratorio
EQ-0364,ELEMENTO DE APOYO AISLANTE MODELO-IS,ELEMENTO DE APOYO AISLANTE MODELO-IS,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0365,ELEMENTO DE APOYO AISLANTE-MODELO IS,ELEMENTO DE APOYO AISLANTE-MODELO IS,DISPOSITIVOS,equipment,TRUE,7,7,active,Laboratorio
EQ-0366,ENREJADO DE PROTECCION CON 3 ELEMENTOS DE ENREJADO 1 PUERTA DE ACCESO,ENREJADO DE PROTECCION CON 3 ELEMENTOS DE ENREJADO 1 PUERTA DE ACCESO | Modelo: 102126,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0367,ENTRENADOR PARA EL APRENDIZAJE DE LA PROGRAMACION DE MICROPROCESADOR 6800 MARCA HEATHKIT-MODELO ET-3400A-SERIE NO.09-52168,ENTRENADOR PARA EL APRENDIZAJE DE LA PROGRAMACION DE MICROPROCESADOR 6800 MARCA HEATHKIT-MODELO ET-3400A-SERIE NO.09-52168 | Modelo: ET-3400-A,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0368,EQUIPO MARCA ELVIS-MODELO NI ELVIS NATIONAL INSTRUMENTS- SERIE NO. 11B194E- LABORATORIO EDUCACIONAL VIRTUAL QUE INCLUYE INSTRUMENTOSW- FUENTES DE VOLTAJE- GENERADORES DE FUCNIONES Y TARJETA DE ADQUISICION,EQUIPO MARCA ELVIS-MODELO NI ELVIS NATIONAL INSTRUMENTS- SERIE NO. 11B194E- LABORATORIO EDUCACIONAL VIRTUAL QUE INCLUYE INSTRUMENTOSW- FUENTES DE VOLTAJE- GENERADORES DE FUCNIONES Y TARJETA DE ADQUISICION,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0370,FILTROS ACTIVOS,FILTROS ACTIVOS | Modelo: FILTROS ACTIVOS DL2155FIL,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0371,FRENO CON CORRIENTE PARÀSITAS,FRENO CON CORRIENTE PARÀSITAS | Modelo: FRENO CON CORRIENTE PARÀSITAS DL30300,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0372,FRENO ELECTROMAGNETICO,FRENO ELECTROMAGNETICO | Modelo: FRENO ELECTROMAGNETICO DL 2006UM,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0373,GRABADOR UNIVERSAL MARCA EETOOLS- SERIE TMC-5297,GRABADOR UNIVERSAL MARCA EETOOLS- SERIE TMC-5297 | Modelo: TOPMAX,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0374,INSTRUMENTO COMPROBADOR DE ACEITE-MODELO.OP,INSTRUMENTO COMPROBADOR DE ACEITE-MODELO.OP,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0375,ANALIZADOR TRIFASICO Y DE CALIDAD DE LA ENERGIA ELECTRICA SERIE:29583135 MARCA:FLUKE MODELO 435 SERIES II,ANALIZADOR TRIFASICO Y DE CALIDAD DE LA ENERGIA ELECTRICA SERIE:29583135 MARCA:FLUKE MODELO 435 SERIES II,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0376,ANALIZADOR TRIFASICO Y DE CALIDAD DE LA ENERGIA ELECTRICA SERIE:29593108 MARCA:FLUKE MODELO 435 SERIES II,ANALIZADOR TRIFASICO Y DE CALIDAD DE LA ENERGIA ELECTRICA SERIE:29593108 MARCA:FLUKE MODELO 435 SERIES II,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0377,ANENOMETRO SERIE:14100250 MARCA:METREL MODELO:MI6401,ANENOMETRO SERIE:14100250 MARCA:METREL MODELO:MI6401,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0378,CAMARA TERMOGRAFICA SERIE:B130068Y MARCA:GUIDE INFRARED MODELO:BRITIR B1,CAMARA TERMOGRAFICA SERIE:B130068Y MARCA:GUIDE INFRARED MODELO:BRITIR B1,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0379,KIT COMPROBADOR AVANZADO DE RESISTENCIA DE TIERRA GEO SERIE:152905NADV MARCA:AEMC MODELO:6472 KIT 300FT,KIT COMPROBADOR AVANZADO DE RESISTENCIA DE TIERRA GEO SERIE:152905NADV MARCA:AEMC MODELO:6472 KIT 300FT,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0380,OSCILOSCOPIO SERIE:122443LDDV MARCA:AEMC MODELO:OX5042,OSCILOSCOPIO SERIE:122443LDDV MARCA:AEMC MODELO:OX5042,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0381,OSCILOSCOPIO SERIE:122444LDDV MARCA:AEMC MODELO:OX5042,OSCILOSCOPIO SERIE:122444LDDV MARCA:AEMC MODELO:OX5042,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0382,PROBADOR DE AISLAMENTO DE 10KV SERIE:14080879 MARCA:METREL SI MODELO:MI 3210,PROBADOR DE AISLAMENTO DE 10KV SERIE:14080879 MARCA:METREL SI MODELO:MI 3210,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0383,KIT SIMATIC BASIC PANEL- COMPUESTO DE 6 MODULOS SWITCH- 6 PANELES DE COLOR PN 5-7,KIT SIMATIC BASIC PANEL- COMPUESTO DE 6 MODULOS SWITCH- 6 PANELES DE COLOR PN 5-7 | Modelo: 304030,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0384,KIT SIMATIC S7-1200 AC/DC/RLY- COMPUESTO DE 6 COMPONENTES CPU 1214C- 6 SALIDAS ANALOGICAS SB1232- 6 MODULOS DE SIMULACION- 6 SOFTWARE STEP 7 BASIC V10.5,KIT SIMATIC S7-1200 AC/DC/RLY- COMPUESTO DE 6 COMPONENTES CPU 1214C- 6 SALIDAS ANALOGICAS SB1232- 6 MODULOS DE SIMULACION- 6 SOFTWARE STEP 7 BASIC V10.5 | Modelo: 304029,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0385,KIT SINAMICS- COMPUESTO 3UNIDADES CONTROL CU2405- 2MODULOS POTENCIA G120- 2FILTROS MOD 4MV- 2BOBINAS CHOQUE- 1MODULO FSA- 1MODULO OPERADOR G110/G120- 2MEMORIAS ALMACENAMIENTO PARAMETROS- 2 KIT CONEXION INVERSOR- 2SOFTW. MAN- 3 SOFTW. CONFIG,KIT SINAMICS- COMPUESTO 3UNIDADES CONTROL CU2405- 2MODULOS POTENCIA G120- 2FILTROS MOD 4MV- 2BOBINAS CHOQUE- 1MODULO FSA- 1MODULO OPERADOR G110/G120- 2MEMORIAS ALMACENAMIENTO PARAMETROS- 2 KIT CONEXION INVERSOR- 2SOFTW. MAN- 3 SOFTW. CONFIG | Modelo: 304033,DISPOSITIVOS,equipment,TRUE,2,2,active,Laboratorio
EQ-0386,"LABORATORIO NEW ENERGY LAB MODELO 880 INCL. 3 TANQUES DE ALMACENAMIENTO DE HIDROGENO CELDA DE COMBUSTIBLE, GENERADOR DE HIDROGENO, CARGA ELECTRONICA, COMPUTADOR COMPLETO OTROS COMPONENTES CON SERIES 026121 / 026122 / 031640","LABORATORIO NEW ENERGY LAB MODELO 880 INCL. 3 TANQUES DE ALMACENAMIENTO DE HIDROGENO CELDA DE COMBUSTIBLE, GENERADOR DE HIDROGENO, CARGA ELECTRONICA, COMPUTADOR COMPLETO OTROS COMPONENTES CON SERIES 026121 / 026122 / 031640",DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0387,LINEAS DE TRANSMISION,LINEAS DE TRANSMISION | Modelo: LINEAS DE TRANSMISION DL2597,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0388,MANUFACTURA CON PC INTEGRADO-VICION C,MANUFACTURA CON PC INTEGRADO-VICION C | Modelo: MANUFACTURA CON PC INTEGRADO-VICION C DL CIM C,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0389,MEDIDOR DE FLUJO POLETA ROTATIVA MARCA KOBOLD- SERIE NO. 209375,MEDIDOR DE FLUJO POLETA ROTATIVA MARCA KOBOLD- SERIE NO. 209375 | Modelo: 268447,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0390,MEDIDOR DE TIERRA MARCA NORMA SERIE NO.0045734,MEDIDOR DE TIERRA MARCA NORMA SERIE NO.0045734 | Modelo: 102146,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0391,MEDIDOR MODULO CA NO.28-284,MEDIDOR MODULO CA NO.28-284 | Modelo: 92257,DISPOSITIVOS,equipment,TRUE,3,3,active,Laboratorio
EQ-0392,MESA DE MANDO Y REGULACION PREPARADA DE CHOQUE NO.865 289,MESA DE MANDO Y REGULACION PREPARADA DE CHOQUE NO.865 289 | Modelo: 102116,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
EQ-0400,MODULO DE ALIMENTACION CC +/-5V Y +/-15 V 1A,MODULO DE ALIMENTACION CC +/-5V Y +/-15 V 1A | Modelo: MODULO DE ALIMENTACION CC +/-5V Y +/-15 V 1A DL2555ALG,DISPOSITIVOS,equipment,TRUE,2,2,active,Laboratorio
EQ-0401,MODULO DE ALIMENTACION EN CC,MODULO DE ALIMENTACION EN CC | Modelo: MODULO DE ALIMENTACION EN CC DL2555ALE,DISPOSITIVOS,equipment,TRUE,2,2,active,Laboratorio
EQ-0408,MOTOR ASINCRONO TRIFASICO A JAULA,MOTOR ASINCRONO TRIFASICO A JAULA | Modelo: MOTOR ASINCRONO TRIFASICO A JAULA DL30115,DISPOSITIVOS,equipment,TRUE,1,1,active,Laboratorio
